"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $694.00","STC","1","$0.56","$55.95"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $694.00","STC","4","$0.60","$239.83"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $694.00","BTO","5","$0.56","($280.20)"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $693.00","STC","5","$0.21","$104.78"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $693.00","BTO","2","$0.27","($54.08)"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $693.00","BTO","2","$0.27","($54.08)"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $693.00","BTO","1","$0.27","($27.04)"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $694.00","STC","1","$0.63","$62.95"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $694.00","STC","2","$0.63","$125.91"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $694.00","STC","7","$0.57","$398.70"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $694.00","BTO","5","$0.54","($270.20)"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $694.00","BTO","3","$0.53","($159.12)"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $694.00","BTO","2","$0.54","($108.08)"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Call $694.00","STC","2","$0.34","$67.91"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Call $694.00","STC","1","$0.37","$36.95"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Call $694.00","STC","2","$0.40","$79.91"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Call $694.00","STC","5","$0.37","$184.78"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Call $694.00","BTO","10","$0.33","($330.40)"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $691.00","STC","1","$0.09","$8.95"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $691.00","STC","1","$0.09","$8.95"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $691.00","STC","1","$0.09","$8.95"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $691.00","STC","1","$0.09","$8.95"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $691.00","STC","1","$0.09","$8.95"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $691.00","STC","1","$0.09","$8.95"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $691.00","STC","1","$0.09","$8.95"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $691.00","STC","1","$0.09","$8.95"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $691.00","STC","1","$0.09","$8.95"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $691.00","BTO","3","$0.10","($30.12)"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $691.00","BTO","1","$0.10","($10.04)"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $691.00","BTO","1","$0.10","($10.04)"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Call $695.00","STC","1","$0.05","$4.95"
"1/26/2026","1/26/2026","1/27/2026","QQQ","QQQ 1/26/2026 Put $627.00","STC","1","$0.79","$78.95"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $691.00","BTO","3","$0.10","($30.12)"
"1/26/2026","1/26/2026","1/27/2026","QQQ","QQQ 1/26/2026 Put $627.00","STC","1","$0.75","$74.95"
"1/26/2026","1/26/2026","1/27/2026","QQQ","QQQ 1/26/2026 Put $627.00","STC","2","$0.78","$155.91"
"1/26/2026","1/26/2026","1/27/2026","QQQ","QQQ 1/26/2026 Put $627.00","STC","1","$0.64","$63.95"
"1/26/2026","1/26/2026","1/27/2026","QQQ","QQQ 1/26/2026 Put $627.00","STC","1","$0.64","$63.95"
"1/26/2026","1/26/2026","1/27/2026","QQQ","QQQ 1/26/2026 Put $627.00","STC","4","$0.64","$255.83"
"1/26/2026","1/26/2026","1/27/2026","QQQ","QQQ 1/26/2026 Put $627.00","BTO","9","$0.55","($495.36)"
"1/26/2026","1/26/2026","1/27/2026","QQQ","QQQ 1/26/2026 Put $627.00","BTO","1","$0.55","($55.04)"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $692.00","STC","3","$0.17","$50.87"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $692.00","STC","1","$0.17","$16.95"
"1/26/2026","1/26/2026","1/27/2026","GME","GME 1/30/2026 Call $25.00","BTO","1","$0.73","($73.04)"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $692.00","STC","1","$0.65","$64.95"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $692.00","BTO","3","$0.52","($156.12)"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $692.00","BTO","2","$0.52","($104.08)"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Call $695.00","STC","4","$0.15","$59.83"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Call $695.00","BTO","5","$0.14","($70.20)"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Call $695.00","STC","1","$0.13","$12.95"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Call $695.00","STC","3","$0.13","$38.87"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Call $695.00","STC","1","$0.21","$20.95"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Call $695.00","BTO","5","$0.12","($60.20)"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $691.00","STC","2","$0.68","$135.91"
"1/26/2026","1/26/2026","1/27/2026","SPY","SPY 1/26/2026 Put $691.00","BTO","3","$0.70","($210.12)"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Put $687.00","STC","1","$0.07","$6.95"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Put $687.00","STC","3","$0.07","$20.87"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Put $687.00","BTO","1","$0.11","($11.04)"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Put $687.00","BTO","1","$0.10","($10.04)"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Put $687.00","BTO","2","$0.31","($62.08)"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Call $689.00","STC","1","$0.83","$82.95"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Call $689.00","STC","1","$0.70","$69.95"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Call $689.00","STC","3","$0.64","$191.87"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Call $689.00","BTO","5","$0.58","($290.20)"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Put $689.00","STC","1","$1.01","$100.95"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Put $689.00","STC","1","$0.79","$78.95"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Put $689.00","STC","1","$0.65","$64.95"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Put $689.00","STC","2","$0.44","$87.91"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Put $689.00","BTO","3","$0.48","($144.12)"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Put $689.00","STC","1","$0.77","$76.95"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Put $689.00","STC","1","$0.63","$62.95"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Put $689.00","STC","2","$0.63","$125.91"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Put $689.00","STC","2","$0.61","$121.91"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Put $689.00","STC","4","$0.61","$243.83"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Put $689.00","BTO","5","$0.59","($295.20)"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Put $689.00","BTO","1","$0.41","($41.04)"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Put $689.00","BTO","2","$0.46","($92.08)"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Call $690.00","STC","2","$1.03","$205.91"
"1/23/2026","1/23/2026","1/26/2026","PTON","PTON 1/23/2026 Call $6.00","STC","10","$0.01","$9.57"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Call $690.00","STC","2","$0.90","$179.91"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Put $689.00","BTO","4","$1.03","($412.16)"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Call $690.00","BTO","4","$0.94","($376.16)"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Put $688.00","STC","3","$0.59","$176.87"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Put $688.00","BTO","3","$1.00","($300.12)"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Put $688.00","STC","1","$0.99","$98.95"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Put $688.00","BTO","1","$0.82","($82.04)"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Call $689.00","STC","1","$1.19","$118.95"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Call $689.00","STC","2","$1.01","$201.91"
"1/23/2026","1/23/2026","1/26/2026","SPY","SPY 1/23/2026 Call $689.00","BTO","3","$0.85","($255.12)"
"1/23/2026","1/23/2026","1/26/2026","PTON","PTON 1/23/2026 Call $6.00","BTO","10","$0.04","($40.40)"
"1/22/2026","1/22/2026","1/23/2026","QQQ","QQQ 1/23/2026 Put $617.00","STC","1","$0.73","$72.95"
"1/22/2026","1/22/2026","1/23/2026","QQQ","QQQ 1/23/2026 Put $617.00","STC","1","$0.75","$74.95"
"1/22/2026","1/22/2026","1/23/2026","SPY","SPY 1/22/2026 Put $689.00","STC","1","$0.43","$42.95"
"1/22/2026","1/22/2026","1/23/2026","SPY","SPY 1/22/2026 Put $689.00","BTO","1","$0.59","($59.04)"
"1/22/2026","1/22/2026","1/23/2026","QQQ","QQQ 1/23/2026 Put $617.00","BTO","1","$1.04","($104.04)"
"1/22/2026","1/22/2026","1/23/2026","QQQ","QQQ 1/23/2026 Put $617.00","BTO","1","$1.59","($159.04)"
"1/22/2026","1/22/2026","1/23/2026","QQQ","QQQ 1/22/2026 Put $618.00","STC","2","$0.90","$179.91"
"1/22/2026","1/22/2026","1/23/2026","QQQ","QQQ 1/22/2026 Put $618.00","BTO","2","$0.74","($148.08)"
"1/22/2026","1/22/2026","1/23/2026","PYPL","PYPL 6/18/2026 Call $60.00","STC","1","$4.80","$479.95"
"1/22/2026","1/22/2026","1/23/2026","QQQ","QQQ 1/22/2026 Call $621.00","STC","1","$0.89","$88.95"
"1/22/2026","1/22/2026","1/23/2026","QQQ","QQQ 1/22/2026 Call $621.00","STC","1","$0.89","$88.95"
"1/22/2026","1/22/2026","1/23/2026","QQQ","QQQ 1/22/2026 Call $621.00","BTO","2","$0.65","($130.08)"
"1/22/2026","1/22/2026","1/23/2026","PYPL","PYPL 6/18/2026 Call $60.00","STC","2","$4.75","$949.91"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/22/2026 Put $685.00","STC","1","$1.78","$177.95"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/22/2026 Put $685.00","BTO","1","$2.04","($204.04)"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $685.00","STC","3","$0.24","$71.87"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $685.00","BTO","3","$0.74","($222.12)"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Call $687.00","STC","2","$0.20","$39.91"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Call $687.00","BTO","2","$0.47","($94.08)"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Call $683.00","STC","1","$1.80","$179.95"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Call $683.00","STC","1","$1.45","$144.95"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $680.00","STC","2","$0.72","$143.91"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $680.00","STC","3","$0.82","$245.87"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $680.00","BTO","5","$0.75","($375.20)"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Call $683.00","STC","1","$0.33","$32.95"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Call $683.00","BTO","1","$0.13","($13.04)"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $678.00","STC","3","$0.56","$167.87"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $678.00","STC","2","$0.56","$111.91"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $678.00","BTO","5","$0.79","($395.20)"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Call $683.00","STC","2","$0.20","$39.91"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Call $683.00","BTO","1","$0.16","($16.04)"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Call $683.00","BTO","1","$0.16","($16.04)"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $678.00","STC","1","$1.33","$132.95"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $678.00","STC","1","$1.21","$120.95"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $678.00","STC","1","$0.91","$90.95"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $678.00","BTO","3","$0.84","($252.12)"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $679.00","STC","1","$1.02","$101.95"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $679.00","STC","1","$1.13","$112.95"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $679.00","STC","1","$0.96","$95.95"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $679.00","BTO","3","$0.84","($252.12)"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $680.00","STC","1","$1.24","$123.95"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $680.00","STC","1","$1.19","$118.95"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $680.00","BTO","2","$0.96","($192.08)"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Call $683.00","BTO","1","$0.69","($69.04)"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Call $683.00","BTO","1","$0.79","($79.04)"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $682.00","STC","1","$1.48","$147.95"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $682.00","STC","1","$1.25","$124.95"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $682.00","STC","1","$1.07","$106.95"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $682.00","STC","3","$0.97","$290.87"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $682.00","STC","3","$0.74","$221.87"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Call $684.00","STC","5","$1.21","$604.78"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Call $684.00","BTO","5","$1.36","($680.20)"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $682.00","BTO","3","$0.40","($120.12)"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $682.00","BTO","2","$0.49","($98.08)"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $682.00","BTO","2","$0.66","($132.08)"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $682.00","STC","3","$1.36","$407.87"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $682.00","BTO","4","$1.39","($556.16)"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Put $682.00","BTO","1","$1.39","($139.04)"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Call $685.00","STC","1","$0.49","$48.95"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Call $685.00","STC","1","$0.49","$48.95"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Call $685.00","STC","2","$0.51","$101.91"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Call $685.00","STC","2","$0.37","$73.91"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Call $685.00","STC","4","$0.40","$159.83"
"1/21/2026","1/21/2026","1/22/2026","SPY","SPY 1/21/2026 Call $685.00","BTO","10","$0.34","($340.40)"
"1/21/2026","1/21/2026","1/22/2026","NFLX","Netflix
CUSIP: 64110L106","Buy","10","$83.98","($839.85)"
"1/21/2026","1/21/2026","1/22/2026","NFLX","Netflix
CUSIP: 64110L106","Buy","10","$83.98","($839.85)"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $677.00","STC","4","$0.45","$179.83"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $677.00","STC","1","$0.45","$44.95"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $677.00","BTO","5","$0.69","($345.20)"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/21/2026 Call $679.00","STC","3","$2.15","$644.87"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/21/2026 Call $679.00","BTO","2","$2.30","($460.08)"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/21/2026 Call $679.00","STC","2","$2.30","$459.91"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/21/2026 Call $679.00","BTO","3","$2.40","($720.12)"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Call $681.00","STC","4","$0.13","$51.83"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Call $681.00","BTO","2","$0.37","($74.08)"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $679.00","STC","1","$1.11","$110.95"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $679.00","BTO","1","$1.02","($102.04)"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Call $681.00","BTO","2","$0.58","($116.08)"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $679.00","STC","1","$0.98","$97.95"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $679.00","STC","1","$0.92","$91.95"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $679.00","STC","3","$0.66","$197.87"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $679.00","BTO","5","$0.64","($320.20)"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/21/2026 Put $680.00","STC","1","$2.03","$202.95"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/21/2026 Put $680.00","STC","1","$1.94","$193.95"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/21/2026 Put $680.00","BTO","2","$1.67","($334.08)"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $682.00","STC","1","$1.10","$109.95"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $682.00","STC","2","$1.04","$207.91"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $682.00","BTO","1","$0.94","($94.04)"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $682.00","BTO","2","$0.97","($194.08)"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Call $685.00","STC","5","$0.43","$214.78"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Call $685.00","BTO","5","$0.45","($225.20)"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $682.00","STC","1","$0.83","$82.95"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $682.00","STC","1","$0.91","$90.95"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $682.00","STC","3","$0.81","$242.87"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $682.00","BTO","5","$0.70","($350.20)"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $682.00","STC","1","$0.64","$63.95"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $682.00","STC","2","$0.72","$143.91"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $682.00","STC","5","$0.70","$349.78"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $682.00","STC","2","$0.70","$139.91"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $682.00","BTO","10","$0.64","($640.40)"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $681.00","STC","2","$0.46","$91.91"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $681.00","STC","3","$0.77","$230.87"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $681.00","STC","5","$0.78","$389.78"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $681.00","BTO","1","$0.69","($69.04)"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $681.00","BTO","8","$0.69","($552.32)"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $681.00","BTO","1","$0.69","($69.04)"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Call $685.00","STC","1","$0.46","$45.95"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $683.00","STC","1","$1.29","$128.95"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $683.00","STC","1","$1.22","$121.95"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $683.00","STC","1","$1.04","$103.95"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $683.00","STC","1","$1.04","$103.95"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $683.00","STC","1","$1.04","$103.95"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $683.00","STC","5","$0.96","$479.78"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $683.00","BTO","3","$0.89","($267.12)"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $683.00","BTO","7","$0.89","($623.28)"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Call $685.00","STC","1","$0.86","$85.95"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Call $685.00","BTO","1","$0.72","($72.04)"
"1/20/2026","1/20/2026","1/21/2026","ARM","ARM 2/6/2026 Call $112.00","STC","1","$5.30","$529.95"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $679.00","STC","1","$1.00","$99.95"
"1/20/2026","1/20/2026","1/21/2026","ARM","ARM 2/6/2026 Call $112.00","BTO","1","$5.00","($500.04)"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Put $679.00","BTO","1","$0.91","($91.04)"
"1/20/2026","1/20/2026","1/21/2026","SPY","SPY 1/20/2026 Call $685.00","BTO","1","$1.09","($109.04)"
"1/20/2026","1/20/2026","1/21/2026","PYPL","PYPL 6/18/2026 Call $60.00","BTO","3","$4.27","($1,281.12)"
"1/16/2026","1/16/2026","1/20/2026","JD","Option Expiration for JD 1/16/2026 Call $37.50","OEXP","172S","",""
"1/16/2026","1/16/2026","1/20/2026","SPY","Option Expiration for SPY 1/16/2026 Call $695.00","OEXP","18S","",""
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Put $693.00","STC","10","$0.95","$949.57"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Put $693.00","BTO","10","$1.00","($1,000.40)"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Call $695.00","STC","3","$0.04","$11.87"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Call $695.00","STC","2","$0.04","$7.91"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Call $695.00","STC","4","$0.12","$47.83"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Call $695.00","STC","3","$0.12","$35.87"
"1/16/2026","1/16/2026","1/20/2026","QQQ","QQQ 1/16/2026 Put $620.00","STC","20","$0.14","$279.13"
"1/16/2026","1/16/2026","1/20/2026","QQQ","QQQ 1/16/2026 Put $620.00","BTO","20","$0.20","($400.80)"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Call $695.00","BTO","5","$0.05","($25.20)"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Call $695.00","BTO","1","$0.05","($5.04)"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Call $695.00","BTO","4","$0.05","($20.16)"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Put $692.00","STC","5","$0.64","$319.78"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Put $692.00","STC","3","$0.69","$206.87"
"1/16/2026","1/16/2026","1/20/2026","SPY","SPY 1/16/2026 Put $692.00","STC","2","$0.69","$137.91"
